"","year","uniqueid","grouped_label","home_rule_ind","lim_rate","agency_name","agency_num","total_final_levy","cty_total_eav","av","Triad","agency_count","reassess_year","log_eav","log_levy","log_av","bundled","panel_id","first2_dig","town","count"
"14","2006","Chicago Ridge_1_1","Chicago Ridge","1",NA,"VILLAGE OF CHICAGO RIDGE","030230000",5063749,357886301,132178424.065593,"South",2,"0",19.6957258989489,15.4376176760169,18.6996632652966,1,NA,"03","Muni",17
"15","2006","Cicero_1_1","Cicero","1",NA,"TOWN CICERO","020060000",30980501,771076587,284782311.641306,"South",4,"0",20.4632982612246,17.2488685645459,19.4672356275723,1,NA,"02","Town",17
"16","2006","Country Club Hills_1_0","Country Club Hills","1",NA,"CITY OF COUNTRY CLUB HILLS","030240000",9370802,250607445,92557041.2911804,"South",1,"0",19.3393983086841,16.0531092428677,18.3433356750318,0,NA,"03","Muni",17
"17","2006","Des Plaines_1_1","Des Plaines","1",NA,"CITY OF DES PLAINES","030290000",25769961,2110069506,779313600.975033,"North",2,"0",21.4699867251241,17.0647200692397,20.4739240914717,1,NA,"03","Muni",17
"18","2006","Dolton_1_0","Dolton","1",NA,"VILLAGE OF DOLTON","030310000",7517819,265270342,97972500.3693308,"South",1,"0",19.396260022433,15.8327866272644,18.4001973887807,0,NA,"03","Muni",17
"19","2006","East Hazelcrest_1_0","East Hazelcrest","1",NA,"VILLAGE OF EAST HAZELCREST","030330000",419870,29017717,10717135.8398582,"South",1,"0",17.1834171324428,12.9477004185376,16.1873544987905,0,NA,"03","Muni",17
"20","2006","Elk Grove Village_1_0","Elk Grove Village","1",NA,"VILLAGE OF ELK GROVE VILLAGE","030350000",10594461,2089637080.86785,772812552.814301,"North",1,"0",21.4602562423272,16.1758418753371,20.4655470840204,0,NA,"03","Muni",17
"21","2006","Elmwood Park_1_1","Elmwood Park","1",NA,"VILLAGE OF ELMWOOD PARK","030370000",10000338,463838312,171309762.150982,"North",2,"0",19.9550465839451,16.1181294503871,18.9589839502928,1,NA,"03","Muni",17
"22","2006","Evergreen Park_1_1","Evergreen Park","1",NA,"VILLAGE OF EVERGREEN PARK","030390000",6503650,400917143,148071038.188802,"South",2,"0",19.8092653379856,15.6878741157237,18.8132027043333,1,NA,"03","Muni",17
"23","2006","Forestview_1_0","Forestview","1",NA,"VILLAGE OF FORESTVIEW","030430000",1013706,60178055,22225607.549121,"South",1,"0",17.9128183089363,13.8291234802639,16.916755675284,0,NA,"03","Muni",17
"24","2006","Glenview_1_1","Glenview","1",NA,"VILLAGE OF GLENVIEW","030470000",14322404,2168674698.79518,800958302.110792,"North",2,"0",21.49738208004,16.477335582502,20.5013194463877,1,NA,"03","Muni",17
"25","2006","Glenwood_1_0","Glenwood","1",NA,"VILLAGE OF GLENWOOD","030480000",3511492,127935023,47250340.8923032,"South",1,"0",18.6670330601822,15.0715515763499,17.6709704265299,0,NA,"03","Muni",17
"26","2006","Golf_1_0","Golf","1",NA,"VILLAGE OF GOLF","030490000",623997,31039275,11463759.4179347,"North",1,"0",17.2507638960478,13.3439008396477,16.2547012623954,0,NA,"03","Muni",17
"27","2006","Harvey_1_0","Harvey","1",NA,"CITY OF HARVEY","030510000",9479081,270257835,99814535.0125573,"South",1,"0",19.4148870057377,16.0645979286039,18.4188243720854,0,NA,"03","Muni",17
"28","2006","Harwood Heights_1_0","Harwood Heights","1",NA,"VILLAGE OF HARWOOD HEIGHTS","030520000",1377471,246444882,91019678.6822278,"North",1,"0",19.3226489240102,14.135759767156,18.3265862903579,0,NA,"03","Muni",17
"29","2006","Hazelcrest_1_0","Hazelcrest","1",NA,"VILLAGE OF HAZELCREST","030530000",3816816,183449470,67753534.4954942,"South",1,"0",19.0274498196908,15.1549271251685,18.0313871860385,0,NA,"03","Muni",17
"30","2006","Hillside_1_1","Hillside","1",NA,"VILLAGE OF HILLSIDE","030550000",8539695,257873993,95240801.0784459,"South",2,"0",19.3679816243553,15.9602358508413,18.371918990703,1,NA,"03","Muni",17
"31","2006","Hodgkins_1_0","Hodgkins","1",NA,"VILLAGE OF HODGKINS","030570000",2491281,209700596,77448883.1437435,"South",1,"0",19.1611913380236,14.7283075939842,18.1651287043713,0,NA,"03","Muni",17
"32","2006","Hoffman Estates_1_0","Hoffman Estates","1",NA,"VILLAGE OF HOFFMAN ESTATES","030580000",13727555,1509125778,557066263.849904,"North",1,"0",21.1347963651472,16.4349156846833,20.1381947564349,0,NA,"03","Muni",17
"33","2006","Inverness_1_0","Inverness","1",NA,"VILLAGE OF INVERNESS","030630000",1129911,442824791,163548822.204166,"North",1,"0",19.9086847441331,13.9376494265248,18.9126221104808,0,NA,"03","Muni",17
"34","2006","Lansing_1_1","Lansing","1",NA,"VILLAGE OF LANSING","030680000",6328681,450595399,166418746.860688,"South",2,"0",19.9260803750803,15.6606023995799,18.930017741428,1,NA,"03","Muni",17
"35","2006","Lincolnwood_1_0","Lincolnwood","1",NA,"VILLAGE OF LINCOLNWOOD","030700000",4693317,667457347,246512537.671739,"North",1,"0",20.3189860465715,15.3616501399064,19.3229234129192,0,NA,"03","Muni",17
"36","2006","Markham_1_1","Markham","1",NA,"CITY OF MARKHAM","030730000",7224431,145667387,53799448.5891565,"South",2,"0",18.7968364094596,15.7929790345362,17.8007737758073,1,NA,"03","Muni",17
"37","2006","Maywood_1_0","Maywood","1",NA,"VILLAGE OF MAYWOOD","030750000",13157538,220366611,81388170.7046831,"South",1,"0",19.2108031310264,16.3925053842925,18.2147404973741,0,NA,"03","Muni",17
"38","2006","McCook_1_0","McCook","1",NA,"VILLAGE OF MC COOK","030760000",2135695,137167003,50659995.1987,"South",1,"0",18.7367097414151,14.5743026786045,17.7406471077628,0,NA,"03","Muni",17
"39","2006","Morton Grove_1_1","Morton Grove","1",NA,"VILLAGE OF MORTON GROVE","030810000",11846581,807871893,298371950.43581,"North",2,"0",20.5099140556479,16.2875498607078,19.5138514219956,1,NA,"03","Muni",17
"40","2006","Mount Prospect_1_1","Mount Prospect","1",NA,"VILLAGE OF MT PROSPECT","030820000",21206053,1597309461,589935537.376274,"North",2,"0",21.1915864638629,16.8697972177574,20.1955238302106,1,NA,"03","Muni",17
"41","2006","Niles_1_0","Niles","1",NA,"VILLAGE OF NILES","030830000",4266760,1342136472,495692300.192052,"North",1,"0",21.017528563321,15.2663653149825,20.0214659296687,0,NA,"03","Muni",17
"42","2006","North Lake_1_0","North Lake","1",NA,"CITY OF NORTH LAKE","030850000",3083437,330972945,122238493.499778,"North",1,"0",19.6175471928406,14.9415554418769,18.6214845591882,0,NA,"03","Muni",17
"43","2006","Northbrook_1_1","Northbrook","1",NA,"VILLAGE OF NORTHBROOK","030870000",14643387,2406955208.33333,888962626.803565,"North",2,"0",21.6016283866558,16.4994993921986,20.6055657530035,1,NA,"03","Muni",17
"44","2006","Oak Forest_1_0","Oak Forest","1",NA,"CITY OF OAK FOREST","030900000",6545451,490681169,181223655.266657,"South",1,"0",20.0113051245341,15.6942808625151,19.0152424908818,0,NA,"03","Muni",17
"45","2006","Oak Lawn_1_1","Oak Lawn","1",NA,"VILLAGE OF OAK LAWN","030910000",17690676,1197916839,442427551.706308,"South",2,"0",20.9038499177027,16.6885482790859,19.9077872840504,1,NA,"03","Muni",17
"46","2006","Oak Park_1_1","Oak Park","1",NA,"VILLAGE OF OAK PARK","030920000",23963890,1461989313,539957642.561678,"South",2,"0",21.1030638883978,16.9920586719568,20.1070012547454,1,NA,"03","Muni",17
"47","2006","Orland Park_1_1","Orland Park","1",NA,"VILLAGE OF ORLAND PARK","030950000",15362228,2185539019.18977,807186814.592172,"South",2,"0",21.5051283257755,16.5474223272481,20.5090656921232,1,NA,"03","Muni",17
"48","2006","Palatine_1_0","Palatine","1",NA,"VILLAGE OF PALATINE","030960000",19798962,1841693711,680194161.249815,"North",1,"0",21.3339514802802,16.8011400700481,20.3378888466279,0,NA,"03","Muni",17
"49","2006","Park Ridge_1_1","Park Ridge","1",NA,"CITY OF PARK RIDGE","031010000",13977901,1528372764,564475093.810016,"North",2,"0",21.1474694534358,16.4529881404358,20.1514068197835,1,NA,"03","Muni",17
"50","2006","Phoenix_1_0","Phoenix","1",NA,"VILLAGE OF PHOENIX","031020000",300342,7612035,2811358.76791254,"South",1,"0",15.8452411053908,12.6126771043318,14.8491784717384,0,NA,"03","Muni",17
"51","2006","Posen_1_0","Posen","1",NA,"VILLAGE OF POSEN","031030000",865276,65191700,24077300.9307135,"South",1,"0",17.99284271818,13.6708038101649,16.9967800845277,0,NA,"03","Muni",17
"52","2006","Riverdale_1_0","Riverdale","1",NA,"VILLAGE OF RIVERDALE","031080000",3312244,135861088,50177680.6027478,"South",1,"0",18.7271435099391,15.0131364632713,17.7310808762868,0,NA,"03","Muni",17
"53","2006","Robbins_1_0","Robbins","1",NA,"VILLAGE OF ROBBINS","031100000",949370,44937123,16596662.3578077,"South",1,"0",17.6207748039806,13.7635538856955,16.6247121703283,0,NA,"03","Muni",17
"54","2006","Rolling Meadows_1_1","Rolling Meadows","1",NA,"CITY OF ROLLING MEADOWS","031110000",10160115,965178443,356470100.088639,"North",2,"0",20.6878235572345,16.1339803189482,19.6917609235822,1,NA,"03","Muni",17
"55","2006","Rosemont_1_0","Rosemont","1",NA,"VILLAGE OF ROSEMONT","031130000",5696606,340159415,125631339.562712,"North",1,"0",19.6449249333374,15.5553811168643,18.6488622996851,0,NA,"03","Muni",17
"56","2006","Schiller Park_1_1","Schiller Park","1",NA,"VILLAGE OF SCHILLER PARK","031160000",6439931,399111921,147404314.152755,"North",2,"0",19.8047524392797,15.6780283837374,18.8086898056274,1,NA,"03","Muni",17
"57","2006","Skokie_1_1","Skokie","1",NA,"VILLAGE OF SKOKIE","031170000",26047347,2434125196.85039,898997339.655191,"North",2,"0",21.6128532668571,17.075426478367,20.6167906332048,1,NA,"03","Muni",17
"58","2006","South Barrington_1_0","South Barrington","1",NA,"VILLAGE OF SOUTH BARRINGTON","031180000",1821556,422251755,155950566.922736,"North",1,"0",19.8611122699491,14.4152016388506,18.8650496362967,0,NA,"03","Muni",17
"59","2006","South Holland_1_1","South Holland","1",NA,"VILLAGE OF SOUTH HOLLAND","031200000",9095756,446929657,165064875.53553,"South",2,"0",19.917911773304,16.0233184890747,18.9218491396517,1,NA,"03","Muni",17
"60","2006","Stickney_1_0","Stickney","1",NA,"VILLAGE OF STICKNEY","031220000",2603484,132168822,48814013.1481755,"South",1,"0",18.6995906179304,14.7723611059929,17.7035279842781,0,NA,"03","Muni",17
"61","2006","Stone Park_1_0","Stone Park","1",NA,"VILLAGE OF STONE PARK","031230000",1506564,55506311,20500188.7280248,"South",1,"0",17.8320072839637,14.2253421192256,16.8359446503114,0,NA,"03","Muni",17
"62","2006","Streamwood_1_0","Streamwood","1",NA,"VILLAGE OF STREAMWOOD","031240000",7975658,817972633,302102464.544246,"North",1,"0",20.5223394380171,15.8919047110686,19.5262768043648,0,NA,"03","Muni",17
"63","2006","Thornton_1_1","Thornton","1",NA,"VILLAGE OF THORNTON","031260000",1491133,81668849,30162819.1017876,"South",2,"0",18.2181832019328,14.2150467916466,17.2221205682805,1,NA,"03","Muni",17
"64","2006","Wheeling_1_0","Wheeling","1",NA,"VILLAGE OF WHEELING","031310000",8997472,1167337025,429753001.551189,"North",1,"0",20.8779909446155,16.0124542069549,19.8787211866151,0,NA,"03","Muni",17
"65","2006","Wilmette_1_0","Wilmette","1",NA,"VILLAGE OF WILMETTE","031330000",11801601,1622256711,599149324.494017,"North",1,"0",21.207084048304,16.2837457581986,20.2110214146517,0,NA,"03","Muni",17
"66","2006","Winnetka_1_0","Winnetka","1",NA,"VILLAGE OF WINNETKA","031340000",11435182,1203034207,444317553.183631,"North",1,"0",20.9081127082812,16.2522053013596,19.9120500746288,0,NA,"03","Muni",17
"67","2007","Alsip_1_0","Alsip","1",NA,"VILLAGE OF ALSIP","030010000",6200202,710758298,249923801.118183,"South",1,"0",20.3818429834184,15.6400924301297,19.3366666338397,0,NA,"03","Muni",17
"68","2007","Arlington Heights_1_1","Arlington Heights","1",NA,"VILLAGE OF ARLINGTON HEIGHTS","030020000",38363140,3383209567.49672,1189637317.59089,"North",2,"1",21.9420906720615,17.4626076607296,20.8969143224828,1,NA,"03","Muni",17
"69","2007","Bedford Park_1_0","Bedford Park","1",NA,"VILLAGE OF BEDFORD PARK","030060000",9764219,473957033,166657418.685608,"South",1,"0",19.9766272278713,16.0942351395757,18.9314508782925,0,NA,"03","Muni",17
"70","2007","Bellwood_1_1","Bellwood","1",NA,"VILLAGE OF BELLWOOD","030070000",14827523,307672724,108186899.680017,"South",2,"0",19.5445471915792,16.5119956738656,18.4993708420004,1,NA,"03","Muni",17
"71","2007","Berkeley_1_1","Berkeley","1",NA,"VILLAGE OF BERKELEY","030090000",3484946,122021162,42906277.2952635,"South",2,"0",18.6197050466716,15.0639631070782,17.5745286970929,1,NA,"03","Muni",17
"72","2007","Berwyn_1_1","Berwyn","1",NA,"CITY OF BERWYN","030100000",20425154,836497503,294137453.145329,"South",2,"0",20.5447340933299,16.8322777384616,19.4995577437511,1,NA,"03","Muni",17
"73","2007","Bridgeview_1_1","Bridgeview","1",NA,"VILLAGE OF BRIDGEVIEW","030120000",5169225,530606041,186576898.273498,"South",2,"0",20.0895303848274,15.4582333319598,19.0443540352486,1,NA,"03","Muni",17
"74","2007","Burbank_1_0","Burbank","1",NA,"CITY OF BURBANK","030160000",4435969,550592628,193604777.945779,"South",1,"0",20.126505761553,15.3052566391502,19.0813294119742,0,NA,"03","Muni",17
"75","2007","Burnham_1_0","Burnham","1",NA,"VILLAGE OF BURNHAM","030170000",1570593,60756186,21363685.783607,"South",1,"0",17.9223794621614,14.2669638130175,16.8772031125826,0,NA,"03","Muni",17
"76","2007","Calumet City_1_1","Calumet City","1",NA,"CITY OF CALUMET CITY","030190000",19946324,590703484,207708950.385035,"South",2,"0",20.1968247303471,16.8085554236704,19.1516483807683,1,NA,"03","Muni",17
"77","2007","Calumet Park_1_1","Calumet Park","1",NA,"VILLAGE OF CALUMET PARK","030200000",3088753,84296536,29641174.4435458,"South",2,"0",18.2498513307874,14.9432780075512,17.2046749812086,1,NA,"03","Muni",17
"78","2007","Chicago_1_1","Chicago","1",NA,"CITY OF CHICAGO","030210000",768321732,73627653486.0558,25889677374.7515,"City",2,"0",25.0222865188264,20.4597191252637,23.9771101692476,1,NA,"03","Muni",17
"79","2007","Chicago Heights_1_1","Chicago Heights","1",NA,"CITY OF CHICAGO HEIGHTS","030220000",15025402,447210578,157252567.95246,"South",2,"0",19.9185401333716,16.5252527934353,18.8733637837928,1,NA,"03","Muni",17
"80","2007","Chicago Ridge_1_1","Chicago Ridge","1",NA,"VILLAGE OF CHICAGO RIDGE","030230000",5321118,377506569,132742560.919864,"South",2,"0",19.7490985278265,15.4871939896153,18.7039221782477,1,NA,"03","Muni",17
"81","2007","Cicero_1_1","Cicero","1",NA,"TOWN CICERO","020060000",30981399,801165362,281713619.325574,"South",4,"0",20.5015779281704,17.2488975501,19.4564015785916,1,NA,"02","Town",17
"82","2007","Country Club Hills_1_0","Country Club Hills","1",NA,"CITY OF COUNTRY CLUB HILLS","030240000",15083619,279677928,98343095.0455361,"South",1,"0",19.4491492419372,16.5291198784893,18.4039728923584,0,NA,"03","Muni",17
"83","2007","Des Plaines_1_1","Des Plaines","1",NA,"CITY OF DES PLAINES","030290000",27515694,2465613647.05882,866983243.805627,"North",2,"1",21.6257065574997,17.1302670907638,20.5805302079209,1,NA,"03","Muni",17
"84","2007","Dolton_1_0","Dolton","1",NA,"VILLAGE OF DOLTON","030310000",8072303,276810487,97334817.3283167,"South",1,"0",19.4388436675508,15.9039493774766,18.393667317972,0,NA,"03","Muni",17
"85","2007","East Hazelcrest_1_0","East Hazelcrest","1",NA,"VILLAGE OF EAST HAZELCREST","030330000",407762,29786845,10473942.473364,"South",1,"0",17.209577411058,12.9184389498479,16.1644010614792,0,NA,"03","Muni",17
"86","2007","Elk Grove Village_1_0","Elk Grove Village","1",NA,"VILLAGE OF ELK GROVE VILLAGE","030350000",11860203,2415519755.60081,849368738.563527,"North",1,"1",21.605180320605,16.2886990677449,20.5600039710262,0,NA,"03","Muni",17
"87","2007","Elmwood Park_1_1","Elmwood Park","1",NA,"VILLAGE OF ELMWOOD PARK","030370000",10480558,551170944,193808131.087591,"North",2,"1",20.1275555621959,16.1650324797146,19.0823792126171,1,NA,"03","Muni",17
"88","2007","Evergreen Park_1_1","Evergreen Park","1",NA,"VILLAGE OF EVERGREEN PARK","030390000",6388856,428785247,150773672.421674,"South",2,"0",19.8764667618118,15.670065780592,18.831290412233,1,NA,"03","Muni",17
"89","2007","Forestview_1_0","Forestview","1",NA,"VILLAGE OF FORESTVIEW","030430000",1013551,66130199,23253348.9222546,"South",1,"0",18.0071360688706,13.8289705642791,16.9619597192918,0,NA,"03","Muni",17
"90","2007","Glenview_1_1","Glenview","1",NA,"VILLAGE OF GLENVIEW","030470000",13919458,2688199728.99729,945251144.20243,"North",2,"1",21.7121375607894,16.4487982753309,20.6669612112106,1,NA,"03","Muni",17
"91","2007","Glenwood_1_0","Glenwood","1",NA,"VILLAGE OF GLENWOOD","030480000",3175257,131770298,46334364.0774992,"South",1,"0",18.6965707980352,14.970899131915,17.6513944484564,0,NA,"03","Muni",17
"92","2007","Golf_1_0","Golf","1",NA,"VILLAGE OF GOLF","030490000",633442,38159086,13417871.9364253,"North",1,"1",17.4572744524755,13.3589237196979,16.4120981028968,0,NA,"03","Muni",17
"93","2007","Harvey_1_0","Harvey","1",NA,"CITY OF HARVEY","030510000",11408320,282213345,99234623.2286649,"South",1,"0",19.4581738854215,16.2498534717337,18.4129975358427,0,NA,"03","Muni",17
"94","2007","Harwood Heights_1_0","Harwood Heights","1",NA,"VILLAGE OF HARWOOD HEIGHTS","030520000",1735913,290410216,102116887.372974,"North",1,"1",19.4868050193595,14.3670440577392,18.4416286697807,0,NA,"03","Muni",17
"95","2007","Hazelcrest_1_0","Hazelcrest","1",NA,"VILLAGE OF HAZELCREST","030530000",4260198,194599212,68426882.8017863,"South",1,"0",19.086452678376,15.2648261960387,18.0412763287972,0,NA,"03","Muni",17
"96","2007","Hillside_1_1","Hillside","1",NA,"VILLAGE OF HILLSIDE","030550000",8935891,277404317,97543625.6549105,"South",2,"0",19.4409866280887,16.0055864218054,18.3958102785099,1,NA,"03","Muni",17
"97","2007","Hodgkins_1_0","Hodgkins","1",NA,"VILLAGE OF HODGKINS","030570000",2580937,222963173,78400496.8529132,"South",1,"0",19.2225171722889,14.7636630692591,18.1773408227102,0,NA,"03","Muni",17
"98","2007","Hoffman Estates_1_0","Hoffman Estates","1",NA,"VILLAGE OF HOFFMAN ESTATES","030580000",14540987,1773557976,623022333.76701,"North",1,"1",21.2962535218043,16.4924819094714,20.2500929248524,0,NA,"03","Muni",17
"99","2007","Inverness_1_0","Inverness","1",NA,"VILLAGE OF INVERNESS","030630000",1507797,546467233,192154166.109919,"North",1,"1",20.1189849058693,14.226160203104,19.0738085562905,0,NA,"03","Muni",17
"100","2007","Lansing_1_1","Lansing","1",NA,"VILLAGE OF LANSING","030680000",6497649,472231319,166050606.209782,"South",2,"0",19.9729795061257,15.6869509771317,18.9278031565469,1,NA,"03","Muni",17
"101","2007","Lincolnwood_1_0","Lincolnwood","1",NA,"VILLAGE OF LINCOLNWOOD","030700000",4810649,822179357,289102766.271669,"North",1,"1",20.5274691250829,15.386342560215,19.4822927755042,0,NA,"03","Muni",17
"102","2007","Markham_1_1","Markham","1",NA,"CITY OF MARKHAM","030730000",6028962,152624075,53667173.5996343,"South",2,"0",18.8434884297707,15.6120854145822,17.7983120801919,1,NA,"03","Muni",17
"103","2007","Maywood_1_0","Maywood","1",NA,"VILLAGE OF MAYWOOD","030750000",13552691,228047624,80188341.3622139,"South",1,"0",19.2450650422999,16.422095683358,18.1998886927211,0,NA,"03","Muni",17
"104","2007","McCook_1_0","McCook","1",NA,"VILLAGE OF MC COOK","030760000",2129001,145503494,51163365.0972256,"South",1,"0",18.7957106580332,14.5711634135796,17.7505343084544,0,NA,"03","Muni",17
"105","2007","Morton Grove_1_1","Morton Grove","1",NA,"VILLAGE OF MORTON GROVE","030810000",12218450,969026190,340738489.398361,"North",2,"1",20.6918021973536,16.3184576624188,19.6466258477748,1,NA,"03","Muni",17
"106","2007","Mount Prospect_1_1","Mount Prospect","1",NA,"VILLAGE OF MT PROSPECT","030820000",22208789,1870325316,657662124.547277,"North",2,"1",21.349378218458,16.9159986693953,20.3042018688792,1,NA,"03","Muni",17
"107","2007","Niles_1_0","Niles","1",NA,"VILLAGE OF NILES","030830000",4475832,1578095090,554905267.414466,"North",1,"1",21.1794843173771,15.3142028141975,20.1343079677983,0,NA,"03","Muni",17
"108","2007","North Lake_1_0","North Lake","1",NA,"CITY OF NORTH LAKE","030850000",3209314,380209483,133692986.040297,"North",1,"1",19.7562329298433,14.9815677651025,18.7110565802645,0,NA,"03","Muni",17
"109","2007","Northbrook_1_1","Northbrook","1",NA,"VILLAGE OF NORTHBROOK","030870000",16009997,2876668347.33894,1011522327.55685,"North",2,"1",21.7798986376164,16.58872389759,20.7347222880377,1,NA,"03","Muni",17
"110","2007","Oak Forest_1_0","Oak Forest","1",NA,"CITY OF OAK FOREST","030900000",6476510,518841314,182440069.622701,"South",1,"0",20.0671086410062,15.6836923429951,19.0219322914274,0,NA,"03","Muni",17
"111","2007","Oak Lawn_1_1","Oak Lawn","1",NA,"VILLAGE OF OAK LAWN","030910000",17830502,1279727634,449990377.29878,"South",2,"0",20.9699131062983,16.6964211442383,19.9247367567195,1,NA,"03","Muni",17
"112","2007","Oak Park_1_1","Oak Park","1",NA,"VILLAGE OF OAK PARK","030920000",25221591,1537939260,540785280.776399,"South",2,"0",21.1537092144021,17.0432109713646,20.1085328648234,1,NA,"03","Muni",17
"113","2007","Orland Park_1_1","Orland Park","1",NA,"VILLAGE OF ORLAND PARK","030950000",15875819,2358503160.27088,829320004.314807,"South",2,"0",21.5812930006372,16.5803076919635,20.5361166510584,1,NA,"03","Muni",17
"114","2007","Palatine_1_0","Palatine","1",NA,"VILLAGE OF PALATINE","030960000",20692510,2178158842.10526,765905567.040073,"North",1,"1",21.5017457890574,16.8452823570085,20.4565694394786,0,NA,"03","Muni",17
"115","2007","Park Ridge_1_1","Park Ridge","1",NA,"CITY OF PARK RIDGE","031010000",14683001,1852758740,651485192.868948,"North",2,"1",21.3399415760967,16.502200988051,20.2947652265179,1,NA,"03","Muni",17
"116","2007","Phoenix_1_0","Phoenix","1",NA,"VILLAGE OF PHOENIX","031020000",350980,7632276,2683735.71503921,"South",1,"0",15.8478966549784,12.7684845207676,14.8027203053996,0,NA,"03","Muni",17
"117","2007","Posen_1_0","Posen","1",NA,"VILLAGE OF POSEN","031030000",903246,68593128,24119388.1641408,"South",1,"0",18.0437029127512,13.7137502205473,16.9985265631724,0,NA,"03","Muni",17
"118","2007","Riverdale_1_0","Riverdale","1",NA,"VILLAGE OF RIVERDALE","031080000",4161105,138476856,48692589.7535075,"South",1,"0",18.746213764935,15.2412912219654,17.7010374153562,0,NA,"03","Muni",17
"119","2007","Robbins_1_0","Robbins","1",NA,"VILLAGE OF ROBBINS","031100000",975866,46713588,16425889.7992194,"South",1,"0",17.6595456439149,13.7910805608874,16.6143692943361,0,NA,"03","Muni",17
"120","2007","Rolling Meadows_1_1","Rolling Meadows","1",NA,"CITY OF ROLLING MEADOWS","031110000",11119816,1085113672,381558307.957382,"North",2,"1",20.8049505852714,16.2242392998872,19.7597742356927,1,NA,"03","Muni",17
"121","2007","Rosemont_1_0","Rosemont","1",NA,"VILLAGE OF ROSEMONT","031130000",5471196,375004076,131862609.796406,"North",1,"1",19.7424474532089,15.5150077976647,18.6972711036302,0,NA,"03","Muni",17
"122","2007","Schiller Park_1_1","Schiller Park","1",NA,"VILLAGE OF SCHILLER PARK","031160000",6711721,464365078,163284601.427617,"North",2,"1",19.9561816068554,15.7193659589232,18.9110052572766,1,NA,"03","Muni",17
"123","2007","Skokie_1_1","Skokie","1",NA,"VILLAGE OF SKOKIE","031170000",26682787,2989689555.12573,1051263952.71484,"North",2,"1",21.8184353912414,17.099529233826,20.7732590416626,1,NA,"03","Muni",17
"124","2007","South Barrington_1_0","South Barrington","1",NA,"VILLAGE OF SOUTH BARRINGTON","031180000",1876146,498276551,175208886.03678,"North",1,"1",20.0266658041472,14.44473023068,18.9814894545684,0,NA,"03","Muni",17
"125","2007","South Holland_1_1","South Holland","1",NA,"VILLAGE OF SOUTH HOLLAND","031200000",9659949,469794358,165193698.09065,"South",2,"0",19.9678056207513,16.0834989266717,18.9226292711725,1,NA,"03","Muni",17
